RowId,customerID,gender,SeniorCitizen,Partner,Supplementary Line,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8044-BGWPIMonth-to-monthElectronic check,8044-BGWPI,male,0,Yes,,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.15,306.05,No
3914-FDRHPMonth-to-monthElectronic check,3914-FDRHP,Male,0,No,,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,86.25,770.5,No
9710-NJERNTwo yearMailed check,9710-NJERN,Female,0,No,,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,826,No
6664-FPDACOne yearElectronic check,6664-FPDAC,Female,1,No,,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,6418.9,Yes
0422-UXFAPOne yearElectronic check,0422-UXFAP,Female,0,Yes,,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,98.85,4947.55,No
0804-YGEQVOne yearBank transfer (automatic),0804-YGEQV,Female,0,Yes,,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,993.15,No
6075-SLNILMonth-to-monthCredit card (automatic),6075-SLNIL,Male,0,No,,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,3691.2,No
7203-OYKCTOne yearElectronic check,7203-OYKCT,Male,0,No,,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.95,7544.3,No
1035-IPQPUMonth-to-monthElectronic check,1035-IPQPU,Female,1,Yes,,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.5,6479.4,No
8773-HHUOZMonth-to-monthMailed check,8773-HHUOZ,Female,0,No,,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,Yes
6380-ARCEHMonth-to-monthMailed check,6380-ARCEH,M,0,No,,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,20.2,20.2,No
2636-SJDOUOne yearCredit card (automatic),2636-SJDOU,M,0,No,,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,No
2135-RXIHGMonth-to-monthElectronic check,2135-RXIHG,M,0,No,,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes
3466-BYAVDMonth-to-monthMailed check,3466-BYAVD,M,0,Yes,,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,No
6168-YBYNPMonth-to-monthElectronic check,6168-YBYNP,M,0,No,,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,No
5046-NUHWDMonth-to-monthElectronic check,5046-NUHWD,Female,1,Yes,,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45,1228.65,No
6366-ZGQGLMonth-to-monthBank transfer (automatic),6366-ZGQGL,M,0,No,,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,n,Bank transfer (automatic),24.8,24.8,Yes
5583-SXDAGMonth-to-monthElectronic check,5583-SXDAG,M,0,Yes,,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,n,Electronic check,70,70,Yes
5651-CRHKQOne yearBank transfer (automatic),5651-CRHKQ,Female,0,Yes,,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,No
6905-NIQINMonth-to-monthMailed check,6905-NIQIN,M,0,No,,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,n,Mailed check,50.65,50.65,Yes
5168-MSWXTMonth-to-monthElectronic check,5168-MSWXT,M,0,Yes,,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,No
1452-VOQCHMonth-to-monthElectronic check,1452-VOQCH,M,0,No,,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,No
8205-OTCHBOne yearBank transfer (automatic),8205-OTCHB,M,0,No,,No,22,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),43.75,903.6,Yes
5301-GAUUYMonth-to-monthBank transfer (automatic),5301-GAUUY,M,0,No,,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,Yes
9620-QJREVOne yearCredit card (automatic),9620-QJREV,M,0,No,,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Credit card (automatic),20.55,1013.05,No
8338-QIUNRTwo yearCredit card (automatic),8338-QIUNR,M,0,Yes,,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.5,4811.6,No
9944-AEXBMMonth-to-monthBank transfer (automatic),9944-AEXBM,M,0,No,,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,No
5175-WLYXLMonth-to-monthMailed check,5175-WLYXL,M,0,No,,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,No
8728-SKJLRMonth-to-monthElectronic check,8728-SKJLR,M,0,No,,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.1,No
2070-FNEXEMonth-to-monthBank transfer (automatic),2070-FNEXE,female,1,No,,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,n,Bank transfer (automatic),76.45,503.6,Yes
2096-XOTMOMonth-to-monthMailed check,2096-XOTMO,female,0,Yes,,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,275.9,No
6007-TCTSTTwo yearBank transfer (automatic),6007-TCTST,Female,0,Yes,,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,No
5275-PMFUTTwo yearCredit card (automatic),5275-PMFUT,M,0,Yes,,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,No
5285-MVEHDOne yearCredit card (automatic),5285-MVEHD,Female,0,Yes,,No,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),105.6,6068.65,No
6103-BOCOUMonth-to-monthElectronic check,6103-BOCOU,Female,0,No,,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.7,2193,No
9625-QSTYEMonth-to-monthElectronic check,9625-QSTYE,Female,0,No,,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,Yes
4750-ZRXIUMonth-to-monthElectronic check,4750-ZRXIU,Female,1,No,,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,Yes
9889-TMAHGMonth-to-monthCredit card (automatic),9889-TMAHG,M,1,No,,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,n,Credit card (automatic),100.3,832.35,Yes
2777-PHDEIMonth-to-monthElectronic check,2777-PHDEI,female,0,No,,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,n,Electronic check,78.05,78.05,Yes
8818-XYFCQMonth-to-monthCredit card (automatic),8818-XYFCQ,M,0,Yes,,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,Yes
2937-FTHURMonth-to-monthElectronic check,2937-FTHUR,female,0,No,,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,n,Electronic check,64.8,1166.7,No
9742-XOKTSOne yearElectronic check,9742-XOKTS,M,0,Yes,,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,n,Electronic check,89.55,6038.55,No
7363-QTBIWMonth-to-monthElectronic check,7363-QTBIW,Female,0,Yes,,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,No
4081-DYXAVOne yearCredit card (automatic),4081-DYXAV,Female,0,No,,No,19,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,Yes
5293-WXJAKMonth-to-monthBank transfer (automatic),5293-WXJAK,Female,1,Yes,,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Yes
4320-QMLLAMonth-to-monthMailed check,4320-QMLLA,M,0,No,,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,n,Mailed check,54.85,370.4,No
8399-YNDCHMonth-to-monthBank transfer (automatic),8399-YNDCH,M,1,No,,No,21,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,Yes
3679-XASPYMonth-to-monthElectronic check,3679-XASPY,female,0,Yes,,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Electronic check,19.45,19.45,No
4821-WQOYNTwo yearCredit card (automatic),4821-WQOYN,Female,0,Yes,,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.1,1326.25,No
2388-LAESQTwo yearBank transfer (automatic),2388-LAESQ,Female,1,Yes,,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.85,8317.95,No
3744-ZBHONMonth-to-monthElectronic check,3744-ZBHON,female,0,No,,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Electronic check,20.2,65.95,No
5478-JJVZKMonth-to-monthMailed check,5478-JJVZK,Female,0,No,,No,33,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,60.9,2033.85,No
9793-WECQCMonth-to-monthMailed check,9793-WECQC,M,0,No,,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,n,Mailed check,95.3,2192.9,No
0562-KBDVMTwo yearBank transfer (automatic),0562-KBDVM,Female,0,No,,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,3058.15,No
4072-IPYLTMonth-to-monthCredit card (automatic),4072-IPYLT,female,0,Yes,,Yes,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,1815,No
9337-SRRNITwo yearCredit card (automatic),9337-SRRNI,M,0,No,,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1673.8,No
5651-WYIPHMonth-to-monthCredit card (automatic),5651-WYIPH,Female,1,No,,No,18,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.85,865.75,No
3195-TQDZXMonth-to-monthElectronic check,3195-TQDZX,M,0,No,,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.25,61.45,No
5240-IJOQTMonth-to-monthElectronic check,5240-IJOQT,M,1,No,,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes
8917-FAEMRTwo yearMailed check,8917-FAEMR,F,0,No,,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,19.85,784.25,No
0280-XJGEXMonth-to-monthBank transfer (automatic),0280-XJGEX,M,0,No,,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,Yes
4580-TMHJUMonth-to-monthElectronic check,4580-TMHJU,female,0,Yes,,Yes,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,n,Electronic check,56.15,2499.3,Yes
5816-JMLGYTwo yearBank transfer (automatic),5816-JMLGY,Female,0,Yes,,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,No
7459-RRWQZMonth-to-monthBank transfer (automatic),7459-RRWQZ,Female,0,No,,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,Yes
7941-RCJOWTwo yearCredit card (automatic),7941-RCJOW,M,0,No,,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1218.65,No
2474-BRUCMMonth-to-monthElectronic check,2474-BRUCM,Male,1,Yes,,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,no,Electronic check,101.85,4086.3,Yes
5442-XSDCWMonth-to-monthBank transfer (automatic),5442-XSDCW,M,0,Yes,,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,868.5,Yes
1702-CCFNJMonth-to-monthBank transfer (automatic),1702-CCFNJ,M,0,Yes,,No,52,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,n,Bank transfer (automatic),61.35,3169.55,No
4918-FYJNTMonth-to-monthElectronic check,4918-FYJNT,female,1,Yes,,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,n,Electronic check,90.45,5044.8,No
7873-CVMAWTwo yearCredit card (automatic),7873-CVMAW,Male,0,No,,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,n,Credit card (automatic),88.55,6362.35,No
3221-CJMSGMonth-to-monthCredit card (automatic),3221-CJMSG,Male,0,No,,No,24,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Y,Credit card (automatic),51.1,1269.6,No
4872-JCVCATwo yearBank transfer (automatic),4872-JCVCA,Female,0,Yes,,No,71,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),47.6,3377.8,No
9734-UYXQIMonth-to-monthElectronic check,9734-UYXQI,Female,0,No,,No,2,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,106.55,Yes
6179-GJPSOMonth-to-monthCredit card (automatic),6179-GJPSO,Female,1,No,,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Yes
6036-TTFYUMonth-to-monthMailed check,6036-TTFYU,Female,0,Yes,,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,19.6,314.45,No
3106-ULWFWMonth-to-monthCredit card (automatic),3106-ULWFW,Female,0,Yes,,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.2,627.4,Yes
6145-NNPNOMonth-to-monthBank transfer (automatic),6145-NNPNO,Female,0,No,,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,n,Bank transfer (automatic),44.15,44.15,No
6204-IEUXJMonth-to-monthCredit card (automatic),6204-IEUXJ,Female,0,No,,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,n,Credit card (automatic),80.1,217.55,Yes
4079-VTGLKTwo yearElectronic check,4079-VTGLK,m,1,Yes,,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,n,Electronic check,74.85,2181.75,No
7216-EWTRSMonth-to-monthElectronic check,7216-EWTRS,Female,1,Yes,,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,100.8,Yes
2806-MLNTIOne yearBank transfer (automatic),2806-MLNTI,M,1,Yes,,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1,5376.4,No
3420-ZDBMAMonth-to-monthMailed check,3420-ZDBMA,Male,1,No,,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Y,Mailed check,71.45,371.6,No
0336-PIKEITwo yearBank transfer (automatic),0336-PIKEI,Male,1,Yes,,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,n,Bank transfer (automatic),74.4,5360.75,No
2573-GYRUUMonth-to-monthCredit card (automatic),2573-GYRUU,male,1,Yes,,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Y,Credit card (automatic),91.05,4370.75,No
9603-OAIHCMonth-to-monthElectronic check,9603-OAIHC,male,1,No,,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Y,Electronic check,70.05,70.05,No
0117-LFRMWMonth-to-monthBank transfer (automatic),0117-LFRMW,Male,0,Yes,,Yes,37,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.2,1448.8,Yes
7361-YPXFSMonth-to-monthBank transfer (automatic),7361-YPXFS,Female,1,No,,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,n,Bank transfer (automatic),64.45,1867.6,No
8869-LIHMKTwo yearBank transfer (automatic),8869-LIHMK,Female,0,No,,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.1,7334.05,No
5843-TTHGIMonth-to-monthMailed check,5843-TTHGI,Female,0,No,,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50,892.7,No
4342-HENTKMonth-to-monthElectronic check,4342-HENTK,Female,1,No,,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,142.35,Yes
0277-ORXQSTwo yearBank transfer (automatic),0277-ORXQS,Male,0,Yes,,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,n,Bank transfer (automatic),50.55,3364.55,No
7845-URHJNMonth-to-monthBank transfer (automatic),7845-URHJN,Female,0,Yes,,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Bank transfer (automatic),20.15,156.25,Yes
7872-RDDLZMonth-to-monthElectronic check,7872-RDDLZ,Female,1,No,,No,67,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.9,3725.5,No
0907-HQNTSTwo yearCredit card (automatic),0907-HQNTS,Female,1,Yes,,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113,7987.6,No
2011-TRQYEMonth-to-monthCredit card (automatic),2011-TRQYE,Male,0,No,,No,18,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Y,Credit card (automatic),33.5,600,Yes
3301-LSLWQMonth-to-monthElectronic check,3301-LSLWQ,Female,0,No,,No,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.1,1912.15,No
4659-NZRUFMonth-to-monthElectronic check,4659-NZRUF,Female,0,No,,No,19,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.15,1789.25,Yes
6128-AQBMTMonth-to-monthElectronic check,6128-AQBMT,Male,1,Yes,,No,41,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,53.95,2215.4,No
4295-YURETTwo yearCredit card (automatic),4295-YURET,Female,1,Yes,,Yes,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.6,4084.35,No
8350-NYMVIMonth-to-monthBank transfer (automatic),8350-NYMVI,Female,0,No,,No,39,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,n,Bank transfer (automatic),41.1,1597.05,No
2770-NSVDGMonth-to-monthElectronic check,2770-NSVDG,Male,0,Yes,,No,24,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,n,Electronic check,29.1,688,No
8660-BUETVMonth-to-monthMailed check,8660-BUETV,Female,0,No,,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.75,148.05,No
0058-EVZWMMonth-to-monthBank transfer (automatic),0058-EVZWM,Female,0,Yes,,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.8,4959.6,No
8922-NPKBJTwo yearMailed check,8922-NPKBJ,Male,0,Yes,,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,19.35,867.3,No
6295-OSINBTwo yearElectronic check,6295-OSINB,Male,0,Yes,,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.65,7880.25,No
8740-XLHDRMonth-to-monthMailed check,8740-XLHDR,Male,0,No,,No,5,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.25,219,Yes
7284-ZZLOHTwo yearCredit card (automatic),7284-ZZLOH,Male,0,Yes,,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,n,Credit card (automatic),53.3,2296.25,No
2798-NYLMZTwo yearCredit card (automatic),2798-NYLMZ,M,0,Yes,,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.55,7616,No
4962-CHQPWOne yearMailed check,4962-CHQPW,Male,0,No,,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Mailed check,19.85,535.05,No
7272-QDCKAOne yearElectronic check,7272-QDCKA,Male,0,No,,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,n,Electronic check,100.2,2688.45,No
6568-POCUITwo yearCredit card (automatic),6568-POCUI,Female,0,Yes,,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No
7890-VYYWGMonth-to-monthMailed check,7890-VYYWG,Male,1,Yes,,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,Yes
7365-BVCJHMonth-to-monthElectronic check,7365-BVCJH,male,0,No,,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.4,24.4,No
0307-BCOPKOne yearMailed check,0307-BCOPK,Female,0,No,,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Mailed check,19.05,326.65,No
6685-GBWJZOne yearCredit card (automatic),6685-GBWJZ,male,0,Yes,,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,n,Credit card (automatic),70.8,4448.8,No
